Column1,Class
  Segmentation fault while running overnight on low memory VM,L2
  Create Yum and Apt repositories for enterprise edition,L2
"  ""Extra"" fields added to lazy BSON V8 objects not order preserving",L2
  Previous 2.2.x stable version missing from RHEL CENTOS repositories,L2
  update fails when field contains more than 1012 characters,L2
  2dsphere compound index cannot be used non-geo search,L2
  hash_presplit.js failure,L2
  Race in hash_presplit.js,L2
  local.oplog.rs warning assertion failure !e->firstRecord.isNull() db/oplog.cpp 478,L2
  Issues with readonly BSON in v8,L2
  Unable to upgrade config nodes from 2.2.2 to 2.4.1,L2
  Mongodb 2.4 fails authenticate user in Replicaset,L2
  rpm/init.d-mongod uses dbpath for pidfile location,L2
  Console can't handle $symbol fields,L2
  Ranged index bounds do not permit retrieving Infinity or -Infinity,L2
  lastHeartbeatRecv flaps between invalid and valid dates,L2
  Global index counters not updated in all code paths,L2
  Very high usage of memory on upgrading from 2.2 to 2.4.1,L2
"  optime lag, even with WriteConcern verified",L2
  Running a js script from Windows can cause premature script failure,L2
  nestedobj1.js failing on OS X,L2
"  Btree index counters under-report index ""misses"" (not in memory)",L2
  Mongo 2.4 User Privilege Roles unclear,L2
  Server can abort SSL handshake for clients that have SSL session caching enabled,L2
  Mongodb segfaults ,L2
  cursors that return over 60 million objects are extremely slow,L2
  Several connections request to split a same chunk at the same time.,L2
  Empty database when recreate in replicate set with priority,L2
  Node became SECONDARY in the middle of compact command.,L2
  Race in migrate protocol can cause moveChunk cmd to hang,L2
  Invalid access at address - Segmentation fault,L2
  Error 10092 during initial sync,L2
"  WriteConcern with tags>2 say the write timedout, when it didn't",L2
  db.runCommand( { compact: '<collection>' } ) on a primary decrements maintenanceMode,L2
  geoNear won't accept GeoJSON structure,L2
  Cannot query world with 2dsphere index,L2
  printReplicationInfo doesn't agree with actual oplog timestamps,L2
  Race condition when fsyncLocking and unlocking can cause the shell to hang on all attempts to unlock,L2
  Fatal assertion 13515 on disk full,L2
  3 node replica set fresh config - failure after initial mongoimport,L2
  Duplicate keys in stored and shell object,L2
  Mongodb crashed after - FlushViewOfFile for F:/data/xq.4 failed with error 1117 after 1 attempts taking 7076 ms,L2
  Can't use benchRun() with auth but without admin privileges,L2
  Log rotation can overwrite previous log files,L2
  mongod always split at  250000 position,L2
  my join workaround has different behavior on different mongo versions,L2
  Mongo interactive shell bug,L2
  Creating large arrays of embedded documents causes blocking on secondaries.,L2
"  Certain queries can fail on collection containing compound index with ""text"" component",L2
"  GeoJSON Parser: Can't extract geo keys from object, malformed geometry?",L2
  mongod crash by collection.group(),L2
  pagesInMemory of WorkingSetAnalyzer exceeds materially physical memory size .,L2
  Map/Reduce leads to Segmentation fault in 2.4.1,L2
  Helpers::removeRange always waits for 2 secondaries if secondaryThrottle is true,L2
  Windows feature detection macros assume Vista aware SDK headers.,L2
"  migration-created indexes set god mode, not fromMigrate",L2
  Permit use of 64 bit Interlocked...64 operations on Windows Server 2003,L2
  opReplicatedEnough should assert on step down,L2
  sync1.js failing on Windows 64,L2
  initial_sync4.js failing on Windows DEBUG,L2
  queryoptimizer3.js failing during parallel tests basic and basicPlus,L2
  How to fix the Bug,L2
  Touch command not working on windows,L2
  Fatal Assertion 13515 - errno:5 Input/output error,L2
  No sanity check of role existence when creating users,L2
  index rebuilder can't use DBDirectClient to query the list of namespaces,L2
  $within $centerSphere no longer works in versions >2.2.3,L2
"  has not default index of _id after execute ""compact"" ,and ensureIndex with unique:true,dropDups:true fails",L2
  replSetGetStatus seems to report health wrong,L2
  Reimplement log polling on task page,L2
  Make sure numYields shows up in slow query log for all types of operations,L2
  Members not caught up to minvalid can later inadvertently delay state change to SECONDARY,L2
  renameCollection is marked as admin only command but can be running without authenticating as admin,L2
  Don't log entire command obj for authenticate,L2
  journalCommitInterval has different acceptable ranges depending on where it is set,L2
  Server in replication set fluctuates between states SECONDARY and ROLLBACK if it can't rollback due to too much rollback data,L2
  2dsphere Index may not return all documents for $near and geoNear,L2
  Copying documents across collections with modification to _id doesn't work,L2
"  ""scons all"" build fails when mongdb is a git submodule",L2
  Recreating a dropped capped collection allocates more physical space,L2
  Rollback Throws Continuous Warnings And Does Not Appear To Be Completing,L2
  Possible bug in SplitVector: Mongodb keeps on splitting the same chunk over and over again for hours,L2
  Operations hang waitingForLock for hours with no yields,L2
   initial sync exception: 10083 create collection invalid size spec,L2
  Using regex in _id breaks replication,L2
  Incorrect usage of execFile function in multiple locations,L2
"  geo_fiddly_box and geo_fiddly_box2 both use namespace ""test.geo_fiddly_box2""",L2
  C++ driver compilation failure,L2
  _id not preserved when saving to different collection,L2
  Retry network errors during initial sync document copies,L2
  incorrect elemMatch bounds for multi key compound index,L2
  getLastError with j:true does not set err if journaling disabled,L2
"  mongos v2.4.0 eats all memory, possible memory leak",L2
  mongodump oplog doesn't work with mongorestore oplogreplay,L2
"  mongodb 2.4.3 crash : BufBuilder attempted to grow() to 134217728 bytes, past the 64MB limit",L2
  Upgrade from 2.2.0 to 2.43,L2
  failure in zbigMapReduce.js on windows 64 debug,L2
  min() / max() with descending order sort not working,L2
  Initial Sync much slower with 2.4 (Windows),L2
  Starting server during shutdown flush causes crash,L2
  couldn't initiate : can't find self in the replset config error,L2
  mongos dies on SIGUSR1 instead of rotating logs,L2
  Smoke tests should always use --smoke-db-prefix,L2
  Multiple tailable cursors against the same collection shows high cpu usage on server,L2
  copydb command doesn't support role based access control,L2
  Occasional segfault in server,L2
  Another occasional segfault in mongo server,L2
  Call to Mongo() crashes v8,L2
  mongoDB server crashes when using min() / max() with descending order sort,L2
  geoNear uniqueDocs not working as documented,L2
"  copyDB requires privileges on the ""admin"" database on the target machine, not the ""todb"" database",L2
  One of our secondaries crashed,L2
  Can't start a new sharded cluster on 2.4.3 - Waiting for distributed lock config,L2
  Fatal Assertion on secondary after creating a new index on primary,L2
  server8070.js failing intermittently across OS X builders,L2
  Index can be made multikey if a prefix of it is a shard key (splitVectors fail),L2
  closeall.js failing on new windows 32-bit builder,L2
  replset9.js failing on windows,L2
  Startup Warning error shown when connecting with 2.4 shell to 2.2 mongod with auth,L2
  Mongos crashes by few seconds of DB locking (or network delay).,L2
  Upsert with filters for a subdocument and a nested subdocument key result with an invalid BSON. (one document with two duplicate keys!),L2
  no_empty_reset.js failing,L2
  2dsphere indexes with {2dsphereIndexVersion:2} should be sparse on geo fields,L2
  Distinct command does not use covering multi-key indexes.,L2
  MongoS checkVersion fails if any shard is down,L2
  Query using compound 2dsphere index with additional descending field can block indefinitely,L2
  mongoexport should export date types with milliseconds in csv mode,L2
  No public role grants writebacksQueued,L2
  rs_stepdown_and_pooling.js failing on windows 32,L2
  empty_cluster_init.js failing on Windows 64-bit 2008R2+,L2
  Increased tolerance around network connectivity issues in findN,L2
  mongodump doesn't work for a out collection of M/R,L2
  mongos version check for upgrade should use buildInfo instead of serverStatus,L2
"  config upgrade fails if collection missing ""key"" field",L2
  Intermittent failure during replication unit tests on RHEL 64-bit,L2
"  Replication related memory leak, exposed by server side js was Authenticated Connections leaking memory or aggregation leak.",L2
  query_yield1.js failing on Windows 64-bit Weekly Slow,L2
  $db values for DBRef datatype does not seem to persist in mongo collection,L2
  extsorttest failures on Windows,L2
  extsorttest failures on RHEL 6.2,L2
  Invalid use of negative enumeration on type not declared as signed,L2
  Fatal assertion crash on replica during initial sync,L2
  replsetprio1.js failing,L2
  SplitVector fails to find the mid-point of a chunk,L2
  Clean command crashes mongod on windows - unhandled exception,L2
  stepdown3.js failing on SSL special builder,L2
  Couldn't kill $where op in features3.js on RHEL 32,L2
  mongostat exception with --discover on sharded cluster with kerberos,L2
  drop2.js failing under sharding_passthrough,L2
  auto2.js failing on Win32 builder,L2
  Running any command via mongos in a sharded cluster clears GLE,L2
  authCommands.js waits too short a time for migrations,L2
  sharding_multiple_ns_rs.js use wait logic instead of sleep to make sure new primary is online,L2
  return_partial_shards_down.js turn off balancer before manual chunk moves,L2
